id,depth,qc,fs
972,9.96,7.51,101.7
972,9.97,7.51,101.7
972,9.98,7.34,101.7
972,9.99,7.26,101.3
972,10.0,7.19,100.8
972,10.01,7.18,99.8
972,10.02,7.17,99.3
972,10.03,7.16,98.4
972,10.04,7.17,97.4
972,10.05,7.18,97.4
972,10.06,7.2,97.1
972,10.07,7.25,96.8
972,10.08,7.26,95.5
972,10.09,7.28,95.4
972,10.1,7.31,96.0
972,10.11,7.34,96.6
972,10.12,7.34,97.9
972,10.13,7.43,98.2
972,10.14,7.54,101.8
972,10.15,7.69,102.1
972,10.16,7.78,104.8
972,10.17,7.92,105.5
972,10.18,8.09,105.5
972,10.19,8.09,105.9
972,10.2,8.25,107.0
972,10.21,8.41,109.8
972,10.22,8.56,111.0
972,10.23,8.77,114.0
972,10.24,9.0,116.9
972,10.25,9.0,118.6
972,10.26,9.23,118.6
972,10.27,9.38,118.7
972,10.28,9.55,118.9
972,10.29,9.73,120.6
972,10.3,9.93,122.5
972,10.31,10.07,123.9
972,10.32,10.15,123.9
972,10.33,10.15,125.6
972,10.34,10.22,126.7
972,10.35,10.27,130.3
972,10.36,10.26,134.4
972,10.37,10.22,134.1
972,10.38,10.18,134.1
972,10.39,10.15,134.0
972,10.4,10.15,133.9
972,10.41,10.13,133.6
972,10.42,10.13,131.9
972,10.43,10.15,130.8
972,10.44,10.17,129.1
972,10.45,10.23,127.9
972,10.46,10.29,127.4
972,10.47,10.29,128.2
972,10.48,10.32,128.9
972,10.49,10.41,130.4
972,10.5,10.46,131.7
972,10.51,10.55,133.5
972,10.52,10.6,132.6
972,10.53,10.6,134.4
972,10.54,10.58,134.4
972,10.55,10.58,136.6
972,10.56,10.52,136.5
972,10.57,10.5,136.5
972,10.58,10.46,136.6
972,10.59,10.42,136.6
972,10.6,10.34,136.7
972,10.61,10.34,136.0
972,10.62,10.22,135.4
972,10.63,10.21,135.3
972,10.64,10.21,135.2
972,10.65,10.22,133.6
972,10.66,10.23,132.1
972,10.67,10.31,130.0
972,10.68,10.31,127.8
972,10.69,10.4,122.3
972,10.7,10.52,119.7
972,10.71,10.69,117.1
972,10.72,10.9,116.8
972,10.73,11.09,116.8
972,10.74,11.24,116.8
972,10.75,11.3,116.8
972,10.76,11.28,117.0
972,10.77,11.3,119.0
972,10.78,11.33,122.2
972,10.79,11.35,123.3
972,10.8,11.39,125.8
972,10.81,11.39,128.3
972,10.82,11.37,134.1
972,10.83,11.38,136.2
972,10.84,11.39,136.9
972,10.85,11.4,137.5
972,10.86,11.43,140.8
972,10.87,11.51,140.1
972,10.88,11.51,139.5
972,10.89,11.57,134.7
972,10.9,11.65,131.2
972,10.91,11.76,129.9
972,10.92,11.82,134.9
972,10.93,11.82,139.9
972,10.94,11.71,135.7
972,10.95,11.52,131.6
972,10.96,11.52,120.4
972,10.97,11.25,117.2
972,10.98,10.8,115.4
972,10.99,10.3,111.9
972,11.0,9.82,107.8
972,11.01,9.43,107.8
972,11.02,9.09,104.5
972,11.03,9.09,101.2
972,11.04,8.8,97.4
972,11.05,8.54,94.6
972,11.06,8.34,93.3
972,11.07,8.19,90.0
972,11.08,8.19,87.2
972,11.09,8.05,87.2
972,11.1,7.87,84.9
972,11.11,7.62,83.6
972,11.12,7.35,83.5
972,11.13,7.0,83.7
972,11.14,6.62,83.9
972,11.15,6.17,85.8
972,11.16,6.17,85.8
972,11.17,5.65,89.8
972,11.18,5.04,93.6
972,11.19,4.39,97.7
972,11.2,3.83,101.4
972,11.21,3.25,108.4
972,11.22,2.8,111.1
972,11.23,2.8,113.8
972,11.24,2.4,114.3
972,11.25,2.08,113.3
972,11.26,1.88,112.4
972,11.27,1.77,110.1
972,11.28,1.66,105.9
972,11.29,1.49,90.0
972,11.3,1.49,88.0
972,11.31,1.39,69.0
972,11.32,1.31,60.3
972,11.33,1.29,58.6
972,11.34,1.29,56.8
972,11.35,1.37,58.5
972,11.36,1.46,54.5
972,11.37,1.46,52.8
972,11.38,1.72,52.5
972,11.39,1.98,52.5
972,11.4,1.93,53.4
972,11.41,1.75,54.3
972,11.42,1.6,54.3
972,11.43,1.46,54.7
972,11.44,1.46,54.6
972,11.45,1.33,54.5
972,11.46,1.26,54.2
972,11.47,1.19,53.8
972,11.48,1.16,53.6
972,11.49,1.15,53.7
972,11.5,1.16,53.7
972,11.51,1.16,54.9
972,11.52,1.25,54.9
972,11.53,1.4,54.8
972,11.54,1.6,54.4
972,11.55,1.73,54.4
972,11.56,1.73,53.9
972,11.57,1.85,53.6
972,11.58,1.97,53.5
972,11.59,2.08,56.9
972,11.6,2.13,57.3
972,11.61,2.17,57.1
972,11.62,2.17,57.0
972,11.63,2.16,57.3
972,11.64,2.16,57.5
972,11.65,2.17,57.5
972,11.66,2.14,57.6
972,11.67,2.04,57.8
972,11.68,1.94,55.5
972,11.69,1.94,53.2
972,11.7,1.91,52.4
972,11.71,1.91,53.6
972,11.72,1.92,53.6
972,11.73,1.93,53.7
972,11.74,1.96,53.8
972,11.75,1.98,54.1
972,11.76,1.98,54.0
972,11.77,1.72,53.8
972,11.78,1.81,52.9
972,11.79,1.68,52.9
972,11.8,1.54,50.9
972,11.81,1.54,49.0
972,11.82,1.41,47.9
972,11.83,1.29,47.1
972,11.84,1.22,46.4
972,11.85,1.2,45.8
972,11.86,1.2,45.3
972,11.87,1.2,44.9
972,11.88,1.2,44.3
972,11.89,1.21,44.5
972,11.9,1.22,43.3
972,11.91,1.23,43.3
972,11.92,1.26,43.4
972,11.93,1.29,43.5
972,11.94,1.29,44.1
972,11.95,1.33,44.4
972,11.96,1.38,45.2
972,11.97,1.43,45.4
972,11.98,1.42,45.4
972,11.99,1.42,45.4
972,12.0,1.37,45.3
972,12.01,1.32,44.6
972,12.02,1.3,44.7
972,12.03,1.3,44.5
972,12.04,1.3,43.7
972,12.05,1.29,42.7
972,12.06,1.29,42.7
972,12.07,1.26,41.4
972,12.08,1.24,41.0
972,12.09,1.2,40.7
972,12.1,1.19,40.6
972,12.11,1.19,40.7
972,12.12,1.2,40.7
972,12.13,1.2,41.3
972,12.14,1.22,41.3
972,12.15,1.26,41.2
972,12.16,1.29,40.6
972,12.17,1.31,40.8
972,12.18,1.31,41.0
972,12.19,1.31,42.1
972,12.2,1.27,41.8
972,12.21,1.22,42.7
972,12.22,1.21,43.8
972,12.23,1.2,43.6
972,12.24,1.26,44.1
972,12.25,1.31,42.8
972,12.26,1.31,41.5
972,12.27,1.45,40.0
972,12.28,1.59,37.7
972,12.29,1.72,35.3
972,12.3,1.79,34.6
972,12.31,1.73,34.6
972,12.32,1.57,34.5
972,12.33,1.57,33.0
972,12.34,1.39,31.5
972,12.35,1.19,30.0
972,12.36,0.99,29.5
972,12.37,0.93,29.6
972,12.38,0.92,29.7
972,12.39,0.92,30.0
972,12.4,0.92,30.8
972,12.41,0.92,30.8
972,12.42,0.93,30.7
972,12.43,0.91,30.6
972,12.44,0.9,29.7
972,12.45,0.93,29.7
972,12.46,0.95,29.3
972,12.47,1.0,29.2
972,12.48,1.19,29.7
972,12.49,1.63,30.2
972,12.5,2.31,30.3
972,12.51,3.03,30.4
972,12.52,3.03,30.4
972,12.53,3.61,30.5
972,12.54,3.93,33.3
972,12.55,4.12,38.4
972,12.56,4.19,45.4
972,12.57,4.21,52.5
972,12.58,4.21,54.3
972,12.59,4.13,56.2
972,12.6,3.97,62.7
972,12.61,3.76,69.6
972,12.62,3.53,75.8
972,12.63,3.27,81.0
972,12.64,3.07,83.2
972,12.65,3.07,87.7
972,12.66,2.91,90.0
972,12.67,2.78,92.6
972,12.68,2.7,75.1
972,12.69,2.63,70.7
972,12.7,2.55,70.1
972,12.71,2.62,69.4
972,12.72,2.69,68.0
972,12.73,2.83,66.7
972,12.74,3.51,63.2
972,12.75,4.48,60.7
972,12.76,5.41,60.7
972,12.77,5.57,61.3
972,12.78,5.73,62.0
972,12.79,6.03,66.7
972,12.8,6.26,70.2
972,12.81,6.4,73.4
972,12.82,6.44,74.8
972,12.83,6.44,76.2
972,12.84,6.52,79.0
972,12.85,6.66,80.9
972,12.86,6.87,82.6
972,12.87,7.18,87.5
972,12.88,7.57,88.3
972,12.89,8.09,89.2
972,12.9,8.09,92.7
972,12.91,8.75,99.0
972,12.92,9.54,104.7
972,12.93,10.35,108.0
972,12.94,11.21,108.0
972,12.95,11.85,109.1
972,12.96,12.5,110.3
972,12.97,13.51,110.1
972,12.98,14.34,110.6
972,12.99,15.02,111.1
972,13.0,15.58,117.8
972,13.01,15.58,117.8
972,13.02,16.08,125.2
972,13.03,16.51,129.2
972,13.04,16.83,136.6
972,13.05,17.06,143.0
972,13.06,17.17,151.3
972,13.07,17.18,153.6
972,13.08,17.18,153.6
972,13.09,17.09,156.0
972,13.1,17.01,160.7
972,13.11,16.93,160.1
972,13.12,16.84,159.5
972,13.13,16.73,160.8
972,13.14,16.7,162.0
972,13.15,16.7,162.7
972,13.16,16.7,162.7
972,13.17,16.71,160.3
972,13.18,16.72,157.8
972,13.19,16.89,152.9
972,13.2,17.08,149.3
972,13.21,17.35,149.7
972,13.22,17.35,148.4
972,13.23,17.68,148.0
972,13.24,17.95,148.1
972,13.25,18.14,148.2
972,13.26,18.31,151.5
972,13.27,18.37,153.3
972,13.28,18.4,155.1
972,13.29,18.4,159.8
972,13.3,18.36,163.5
972,13.31,18.28,164.0
972,13.32,18.19,164.8
972,13.33,18.08,167.7
972,13.34,17.93,170.6
972,13.35,17.93,169.9
972,13.36,17.77,171.2
972,13.37,17.6,171.2
972,13.38,17.57,170.8
972,13.39,17.55,170.5
972,13.4,17.53,169.7
972,13.41,17.53,169.7
972,13.42,17.52,167.7
972,13.43,17.52,167.5
972,13.44,17.52,163.1
972,13.45,17.52,161.0
972,13.46,17.51,157.7
972,13.47,17.51,157.1
972,13.48,17.51,156.6
972,13.49,17.51,156.7
972,13.5,17.57,156.9
972,13.51,17.63,157.6
972,13.52,17.69,158.2
972,13.53,17.81,158.7
972,13.54,17.96,158.5
972,13.55,17.96,161.4
972,13.56,18.1,164.3
972,13.57,18.24,164.9
972,13.58,18.33,169.8
972,13.59,18.4,172.2
972,13.6,18.41,176.2
972,13.61,18.44,177.5
972,13.62,18.51,178.9
972,13.63,18.51,-74.1
972,13.64,18.66,-77.9
972,13.65,18.81,42.8
972,13.66,19.03,163.5
972,13.67,19.2,176.4
972,13.68,19.31,183.2
972,13.69,19.32,185.7
972,13.7,19.32,186.7
972,13.71,19.1,184.5
972,13.72,18.82,184.8
972,13.73,18.54,185.0
972,13.74,18.54,187.7
972,13.75,18.43,188.0
972,13.76,18.45,188.4
972,13.77,18.46,190.3
972,13.78,18.5,189.6
972,13.79,18.58,190.1
972,13.8,18.68,190.0
972,13.81,18.68,189.8
972,13.82,18.78,189.4
972,13.83,18.8,188.7
972,13.84,18.79,188.6
972,13.85,18.82,189.4
972,13.86,18.85,190.3
972,13.87,18.85,190.3
972,13.88,18.94,193.0
972,13.89,19.01,197.1
972,13.9,19.09,203.0
972,13.91,19.08,210.1
972,13.92,19.0,213.5
972,13.93,18.85,214.1
972,13.94,18.85,214.1
972,13.95,18.68,217.9
972,13.96,18.46,218.4
972,13.97,18.26,214.7
972,13.98,18.14,210.9
972,13.99,18.13,211.8
972,14.0,18.14,212.6
972,14.01,18.16,219.3
972,14.02,18.2,222.7
972,14.03,18.4,223.9
972,14.04,18.62,224.0
972,14.05,18.87,223.0
972,14.06,19.25,222.0
972,14.07,19.7,219.8
972,14.08,19.7,220.8
972,14.09,20.21,218.9
972,14.1,20.64,219.3
972,14.11,20.86,218.5
972,14.12,21.04,217.7
972,14.13,21.19,217.1
972,14.14,21.2,216.3
972,14.15,21.2,215.5
972,14.16,21.17,214.5
972,14.17,21.09,213.4
972,14.18,20.94,210.7
972,14.19,20.77,208.7
972,14.2,20.51,204.7
972,14.21,20.18,204.7
972,14.22,20.18,200.3
972,14.23,19.78,198.9
972,14.24,19.45,195.8
972,14.25,19.13,194.6
972,14.26,18.75,193.4
972,14.27,18.38,192.7
972,14.28,18.38,191.9
972,14.29,17.98,189.9
972,14.3,17.64,187.9
972,14.31,17.32,183.2
972,14.32,17.0,180.0
972,14.33,16.71,178.2
972,14.34,16.5,177.4
972,14.35,16.5,177.4
972,14.36,16.31,176.9
972,14.37,16.16,173.9
972,14.38,16.05,176.9
972,14.39,16.02,180.0
972,14.4,15.93,175.2
972,14.41,15.77,170.4
972,14.42,15.77,158.9
972,14.43,15.59,154.5
972,14.44,15.41,148.8
972,14.45,15.17,153.1
972,14.46,14.93,157.3
972,14.47,14.6,155.3
972,14.48,14.29,153.4
972,14.49,14.29,137.9
972,14.5,14.06,134.9
972,14.51,13.85,146.7
972,14.52,13.66,158.4
972,14.53,13.35,157.7
972,14.54,12.98,157.1
972,14.55,12.51,146.0
972,14.56,12.51,144.4
972,14.57,11.94,144.1
972,14.58,11.22,147.6
972,14.59,10.43,151.2
972,14.6,9.65,151.2
972,14.61,8.82,160.2
972,14.62,8.82,164.7
972,14.63,8.02,166.4
972,14.64,7.3,161.3
972,14.65,6.79,156.1
972,14.66,6.67,147.9
972,14.67,6.66,147.9
972,14.68,6.71,141.6
972,14.69,6.77,134.4
972,14.7,7.38,114.2
972,14.71,8.16,94.1
972,14.72,8.85,93.1
972,14.73,9.13,91.9
972,14.74,9.13,90.7
972,14.75,9.09,90.6
972,14.76,8.8,90.6
972,14.77,8.36,89.2
972,14.78,7.91,86.1
972,14.79,7.75,84.0
972,14.8,7.51,83.2
972,14.81,7.3,82.8
972,14.82,7.06,82.7
972,14.83,7.06,82.5
972,14.84,6.84,82.5
972,14.85,6.85,82.4
972,14.86,6.87,82.7
972,14.87,6.96,83.0
972,14.88,7.29,83.7
972,14.89,7.6,83.7
972,14.9,7.6,84.7
972,14.91,7.86,85.8
972,14.92,8.05,86.5
972,14.93,8.21,86.9
972,14.94,8.35,88.0
972,14.95,8.46,86.6
972,14.96,8.46,86.0
972,14.97,8.47,85.4
972,14.98,8.42,85.4
972,14.99,8.34,85.2
972,15.0,8.22,85.0
972,15.01,8.13,83.9
972,15.02,8.01,82.9
972,15.03,8.01,83.5
972,15.04,7.81,82.4
972,15.05,7.81,81.3
972,15.06,7.81,81.7
972,15.07,7.87,82.1
972,15.08,8.06,82.8
972,15.09,8.17,83.4
972,15.1,8.17,86.5
972,15.11,8.13,88.3
972,15.12,8.17,93.4
972,15.13,8.22,95.7
972,15.14,8.32,96.2
972,15.15,8.79,96.7
972,15.16,8.79,96.4
972,15.17,9.43,97.4
972,15.18,10.15,99.4
972,15.19,10.86,102.6
972,15.2,11.44,107.1
972,15.21,11.81,108.5
972,15.22,11.81,107.4
972,15.23,11.91,106.3
972,15.24,11.82,103.7
972,15.25,11.71,101.7
972,15.26,11.62,101.1
972,15.27,11.45,102.0
972,15.28,11.17,102.9
972,15.29,11.17,105.1
972,15.3,10.95,108.5
972,15.31,10.73,113.8
972,15.32,10.5,110.3
972,15.33,10.23,106.7
972,15.34,10.03,107.5
972,15.35,10.03,108.3
972,15.36,10.03,113.4
972,15.37,10.05,115.5
972,15.38,10.19,117.6
972,15.39,10.41,116.6
972,15.4,10.65,132.6
972,15.41,10.98,132.7
972,15.42,11.37,128.9
972,15.43,11.37,125.1
972,15.44,11.76,117.5
972,15.45,12.1,117.2
972,15.46,12.15,108.2
972,15.47,11.86,99.1
972,15.48,11.37,99.1
972,15.49,10.52,95.2
972,15.5,10.52,94.3
972,15.51,9.53,94.4
972,15.52,8.5,94.6
972,15.53,7.4,102.1
972,15.54,6.29,102.1
972,15.55,6.29,114.6
972,15.56,5.32,120.4
972,15.57,4.6,118.3
972,15.58,4.17,116.2
972,15.59,3.81,111.1
972,15.6,3.85,99.0
972,15.61,3.88,99.0
972,15.62,4.05,95.1
972,15.63,5.12,92.7
972,15.64,6.41,85.9
972,15.65,7.55,80.7
972,15.66,8.29,78.8
972,15.67,8.51,76.9
972,15.68,8.51,78.2
972,15.69,8.67,79.6
972,15.7,8.76,80.5
972,15.71,8.77,81.5
972,15.72,8.73,82.3
972,15.73,8.66,83.1
972,15.74,8.6,84.6
972,15.75,8.6,84.8
972,15.76,8.54,88.0
972,15.77,8.26,91.3
972,15.78,7.99,91.3
972,15.79,7.93,93.8
972,15.8,7.93,94.5
972,15.81,7.85,94.9
972,15.82,7.76,95.1
972,15.83,7.69,95.2
972,15.84,7.68,95.2
972,15.85,7.67,95.7
972,15.86,7.67,96.2
972,15.87,7.67,96.6
972,15.88,7.6,97.5
972,15.89,7.51,97.7
972,15.9,7.41,97.8
972,15.91,7.36,97.6
972,15.92,7.34,97.6
972,15.93,7.34,97.5
972,15.94,7.41,97.5
972,15.95,7.49,97.6
972,15.96,7.68,97.8
972,15.97,7.93,98.2
972,15.98,8.17,98.4
972,15.99,8.17,98.6
972,16.0,8.39,99.0
972,16.01,8.53,99.3
972,16.02,8.61,100.3
972,16.03,8.61,102.3
972,16.04,8.56,103.3
972,16.05,8.47,104.3
972,16.06,8.47,104.3
972,16.07,8.37,105.7
972,16.08,8.23,106.1
972,16.09,8.13,104.2
972,16.1,8.03,104.5
972,16.11,7.97,104.9
972,16.12,7.92,105.9
972,16.13,7.92,106.0
972,16.14,7.92,105.7
972,16.15,7.93,105.6
972,16.16,7.95,105.5
972,16.17,8.04,105.0
972,16.18,8.2,104.6
972,16.19,8.2,103.7
972,16.2,8.4,103.3
972,16.21,8.61,103.1
972,16.22,8.86,103.0
972,16.23,9.07,102.9
972,16.24,9.24,103.2
972,16.25,9.24,103.5
972,16.26,9.39,104.0
972,16.27,9.44,105.4
972,16.28,9.41,107.1
972,16.29,9.31,107.3
972,16.3,9.12,108.1
972,16.31,9.12,108.1
972,16.32,8.89,108.9
972,16.33,8.62,109.7
972,16.34,8.34,110.4
972,16.35,8.08,109.9
972,16.36,7.83,110.2
972,16.37,7.6,109.3
972,16.38,7.6,108.4
972,16.39,7.41,107.6
972,16.4,7.23,106.8
972,16.41,7.1,105.7
972,16.42,7.0,104.6
972,16.43,6.9,104.2
972,16.44,6.82,103.9
972,16.45,6.82,99.4
972,16.46,6.75,98.3
972,16.47,6.69,98.5
972,16.48,6.67,98.2
972,16.49,6.63,98.2
972,16.5,6.59,98.2
972,16.51,6.54,98.1
972,16.52,6.54,98.1
972,16.53,6.49,97.9
972,16.54,6.48,97.1
972,16.55,6.48,96.5
972,16.56,6.49,96.3
972,16.57,6.59,96.1
972,16.58,6.59,96.7
972,16.59,6.72,97.3
972,16.6,6.84,98.6
972,16.61,6.89,101.4
972,16.62,6.82,102.2
972,16.63,6.82,102.2
972,16.64,6.6,103.3
972,16.65,6.26,103.8
972,16.66,5.85,104.3
972,16.67,5.45,104.5
972,16.68,5.11,105.4
972,16.69,4.83,104.5
972,16.7,4.83,103.5
972,16.71,4.57,101.2
972,16.72,4.31,101.1
972,16.73,4.02,101.4
972,16.74,3.72,101.7
972,16.75,3.39,105.1
972,16.76,3.02,107.2
972,16.77,3.02,106.3
972,16.78,2.83,105.4
972,16.79,2.65,102.0
972,16.8,2.65,98.6
972,16.81,2.43,93.1
972,16.82,2.17,88.2
972,16.83,1.93,84.9
972,16.84,1.78,80.3
972,16.85,1.69,77.9
972,16.86,1.61,75.4
972,16.87,1.61,69.9
972,16.88,1.64,62.9
972,16.89,1.66,57.5
972,16.9,1.79,53.4
972,16.91,2.41,52.7
972,16.92,3.27,55.2
972,16.93,3.27,57.8
972,16.94,4.3,60.4
972,16.95,5.11,62.3
972,16.96,5.63,67.5
972,16.97,5.96,73.1
972,16.98,6.24,81.1
972,16.99,6.47,77.1
972,17.0,6.47,82.3
972,17.01,6.63,87.8
972,17.02,6.68,91.1
972,17.03,6.58,93.3
972,17.04,6.45,93.6
972,17.05,6.33,93.7
972,17.06,6.33,92.8
972,17.07,6.23,92.0
972,17.08,6.14,90.9
972,17.09,6.15,89.9
972,17.1,6.15,89.7
972,17.11,6.18,89.5
972,17.12,6.18,89.5
972,17.13,6.21,89.1
972,17.14,6.16,88.7
972,17.15,6.08,88.9
972,17.16,5.97,87.8
972,17.17,5.9,85.9
972,17.18,5.89,85.9
972,17.19,5.88,85.0
972,17.2,5.93,85.2
972,17.21,5.98,85.3
972,17.22,6.11,85.9
972,17.23,6.25,90.0
972,17.24,6.38,91.2
972,17.25,6.38,92.4
972,17.26,6.47,93.2
972,17.27,6.44,94.0
972,17.28,6.35,96.3
972,17.29,6.18,98.4
972,17.3,6.01,101.4
972,17.31,5.77,104.4
972,17.32,5.77,103.5
972,17.33,5.49,105.3
972,17.34,5.18,107.2
972,17.35,4.87,110.5
972,17.36,4.55,112.9
972,17.37,4.24,112.9
972,17.38,3.95,116.7
972,17.39,3.95,117.6
972,17.4,3.61,117.8
972,17.41,3.29,115.1
972,17.42,3.07,112.4
972,17.43,2.92,112.4
972,17.44,2.92,105.5
972,17.45,2.71,103.1
972,17.46,2.52,100.1
972,17.47,2.42,94.1
972,17.48,2.39,86.5
972,17.49,2.41,78.8
972,17.5,2.43,78.8
972,17.51,2.49,72.0
972,17.52,2.76,66.3
972,17.53,3.14,64.4
972,17.54,3.42,63.5
972,17.55,3.59,63.4
972,17.56,3.68,63.6
972,17.57,3.68,63.8
972,17.58,3.68,64.2
972,17.59,3.59,64.9
972,17.6,3.46,64.8
972,17.61,3.32,65.4
972,17.62,3.2,66.6
972,17.63,3.05,67.9
972,17.64,3.05,75.5
972,17.65,2.86,85.0
972,17.66,2.59,85.1
972,17.67,2.25,83.7
972,17.68,1.93,82.4
972,17.69,1.8,67.0
972,17.7,1.82,63.6
972,17.71,1.85,60.3
972,17.72,2.04,59.5
972,17.73,3.14,59.8
972,17.74,4.56,60.1
972,17.75,5.81,74.5
972,17.76,6.51,79.1
972,17.77,6.79,82.9
972,17.78,6.7,85.1
972,17.79,6.76,87.2
972,17.8,6.82,87.6
972,17.81,6.93,87.9
972,17.82,6.93,95.6
972,17.83,7.08,97.2
972,17.84,7.25,100.9
972,17.85,7.36,103.4
972,17.86,7.47,103.8
972,17.87,7.55,103.7
972,17.88,7.63,103.7
972,17.89,7.63,103.3
972,17.9,7.69,103.0
972,17.91,7.72,99.7
972,17.92,7.69,96.4
972,17.93,7.6,95.9
972,17.94,7.6,95.7
972,17.95,7.49,95.9
972,17.96,7.36,96.1
972,17.97,7.19,96.6
972,17.98,7.03,98.2
972,17.99,6.85,99.7
972,18.0,6.67,99.7
972,18.01,6.67,102.1
972,18.02,6.43,106.9
972,18.03,6.21,111.7
972,18.04,5.92,116.5
972,18.05,5.58,121.6
972,18.06,5.12,129.6
972,18.07,5.12,129.6
972,18.08,4.55,135.3
972,18.09,3.88,147.2
972,18.1,3.28,149.7
972,18.11,2.78,148.8
972,18.12,2.36,147.9
972,18.13,2.03,143.6
972,18.14,2.03,135.1
972,18.15,1.77,126.5
972,18.16,1.47,113.7
972,18.17,1.29,104.5
972,18.18,1.21,83.7
972,18.19,1.18,74.4
972,18.2,1.21,65.1
972,18.21,1.24,62.9
972,18.22,1.33,60.6
972,18.23,1.75,56.0
972,18.24,2.39,51.1
972,18.25,3.28,49.6
972,18.26,4.09,49.0
972,18.27,4.09,48.7
972,18.28,4.61,51.3
972,18.29,4.91,53.8
972,18.3,5.07,61.1
972,18.31,5.06,69.3
972,18.32,4.91,69.3
972,18.33,4.91,78.6
972,18.34,4.72,88.0
972,18.35,4.43,97.4
972,18.36,4.0,108.5
972,18.37,3.48,125.8
972,18.38,2.94,125.8
972,18.39,2.94,124.8
972,18.4,2.51,123.9
972,18.41,2.14,121.4
972,18.42,1.87,114.9
972,18.43,1.52,108.9
972,18.44,1.46,103.1
972,18.45,1.49,103.1
972,18.46,1.52,95.8
972,18.47,1.6,86.3
972,18.48,1.83,77.1
972,18.49,2.03,68.9
972,18.5,2.23,72.2
972,18.51,2.36,61.8
972,18.52,2.36,56.0
972,18.53,2.41,50.2
972,18.54,2.4,43.1
972,18.55,2.4,46.4
972,18.56,2.42,45.5
972,18.57,2.37,46.0
972,18.58,2.37,46.4
972,18.59,2.2,50.9
972,18.6,1.96,53.8
972,18.61,1.72,53.8
972,18.62,1.53,54.0
972,18.63,1.46,57.9
972,18.64,1.46,57.7
972,18.65,1.47,59.3
972,18.66,1.48,60.1
972,18.67,1.52,60.2
972,18.68,1.53,60.0
972,18.69,1.46,59.7
972,18.7,1.31,59.7
972,18.71,1.22,58.0
972,18.72,1.22,54.8
972,18.73,1.22,51.3
972,18.74,1.22,53.6
972,18.75,1.22,55.8
972,18.76,1.44,54.7
972,18.77,1.44,53.6
972,18.78,1.71,48.8
972,18.79,1.99,46.8
972,18.8,2.32,44.8
972,18.81,2.66,45.0
972,18.82,2.56,45.2
972,18.83,2.28,45.6
972,18.84,1.97,46.3
972,18.85,1.97,46.6
972,18.86,1.66,46.8
972,18.87,1.44,46.8
972,18.88,1.3,46.9
972,18.89,1.3,46.7
972,18.9,1.21,46.6
972,18.91,1.14,46.4
972,18.92,1.09,46.1
972,18.93,1.04,44.4
972,18.94,1.03,41.4
972,18.95,1.03,37.4
972,18.96,1.03,37.4
972,18.97,1.03,33.6
972,18.98,1.03,30.9
972,18.99,1.03,29.7
972,19.0,1.04,28.9
972,19.01,1.04,29.4
972,19.02,1.04,28.7
972,19.03,1.04,28.4
972,19.04,1.05,28.2
972,19.05,1.05,28.2
972,19.06,1.04,28.1
972,19.07,1.04,27.6
972,19.08,1.04,27.7
972,19.09,1.04,27.8
972,19.1,1.04,27.8
972,19.11,1.04,27.9
972,19.12,1.05,28.2
972,19.13,1.07,28.5
972,19.14,1.13,32.1
972,19.15,1.18,31.1
972,19.16,1.18,32.5
972,19.17,1.25,33.4
972,19.18,1.35,34.2
972,19.19,1.42,35.5
972,19.2,1.39,35.6
972,19.21,1.33,35.6
972,19.22,1.33,35.5
972,19.23,1.29,35.4
972,19.24,1.23,35.6
972,19.25,1.23,35.9
972,19.26,1.23,36.8
972,19.27,1.23,36.8
972,19.28,1.23,39.5
972,19.29,1.32,42.3
972,19.3,1.41,44.7
972,19.31,1.53,45.9
972,19.32,1.62,46.9
972,19.33,1.66,47.0
972,19.34,1.66,46.9
972,19.35,1.66,46.8
972,19.36,1.66,46.2
972,19.37,1.66,46.4
972,19.38,1.7,45.7
972,19.39,1.74,45.6
972,19.4,1.74,45.7
972,19.41,1.84,45.9
972,19.42,1.92,51.6
972,19.43,1.95,27.1
972,19.44,1.97,2.6
972,19.45,1.97,11.5
972,19.46,1.97,20.3
972,19.47,1.97,36.1
972,19.48,1.97,43.8
972,19.49,2.55,51.4
972,19.5,3.67,51.2
972,19.51,5.17,54.0
972,19.52,6.8,54.3
972,19.53,8.07,58.0
972,19.54,8.07,65.8
972,19.55,8.94,72.9
972,19.56,9.5,79.4
972,19.57,9.76,85.7
972,19.58,9.84,90.2
972,19.59,9.83,93.2
972,19.6,9.82,96.1
972,19.61,9.82,100.8
972,19.62,9.76,106.1
972,19.63,9.66,108.5
972,19.64,9.54,110.1
972,19.65,9.41,112.5
972,19.66,9.25,112.5
972,19.67,9.25,114.6
972,19.68,9.07,115.4
972,19.69,8.87,124.9
972,19.7,8.7,113.3
972,19.71,8.55,101.6
972,19.72,8.4,101.0
972,19.73,8.4,100.3
972,19.74,8.28,99.8
972,19.75,8.17,98.8
972,19.76,7.79,98.8
972,19.77,7.85,98.4
972,19.78,7.92,97.9
972,19.79,7.88,98.0
972,19.8,7.83,98.1
972,19.81,7.74,99.0
972,19.82,7.63,100.6
972,19.83,7.63,100.6
972,19.84,7.48,106.4
972,19.85,7.24,111.3
972,19.86,6.88,113.0
972,19.87,6.39,123.8
972,19.88,5.77,122.6
972,19.89,5.05,125.5
972,19.9,5.05,128.4
972,19.91,4.26,140.0
972,19.92,3.53,141.4
972,19.93,2.97,139.8
972,19.94,2.6,138.2
