id,depth,qc,fs
972,19.95,2.33,133.5
972,19.96,2.33,135.5
972,19.97,2.11,127.9
972,19.98,1.75,118.6
972,19.99,1.56,106.1
972,20.0,1.51,93.0
972,20.01,1.49,95.6
972,20.02,1.49,82.4
972,20.03,1.55,76.8
972,20.04,1.62,74.4
972,20.05,1.78,72.3
972,20.06,1.89,69.5
972,20.07,1.95,69.5
972,20.08,1.91,64.6
972,20.09,1.91,55.8
972,20.1,1.76,50.5
972,20.11,1.62,47.4
972,20.12,1.49,45.1
972,20.13,1.45,45.2
972,20.14,1.43,45.2
972,20.15,1.43,45.9
972,20.16,1.45,46.2
972,20.17,1.46,45.9
972,20.18,1.49,45.5
972,20.19,1.52,44.8
972,20.2,1.49,44.8
972,20.21,1.49,41.4
972,20.22,1.42,38.3
972,20.23,1.33,36.3
972,20.24,1.26,35.2
972,20.25,1.25,34.9
972,20.26,1.26,35.3
972,20.27,1.27,35.6
972,20.28,1.3,36.5
972,20.29,1.37,37.7
972,20.3,1.44,19.7
972,20.31,1.5,1.7
972,20.32,1.58,3.4
972,20.33,1.63,5.1
972,20.34,1.63,25.7
972,20.35,1.66,34.4
972,20.36,1.7,38.7
972,20.37,1.93,40.8
972,20.38,2.71,39.1
972,20.39,3.94,40.8
972,20.4,5.48,42.5
972,20.41,5.48,47.8
972,20.42,6.8,53.8
972,20.43,7.74,61.3
972,20.44,8.31,68.4
972,20.45,8.72,74.6
972,20.46,9.0,74.6
972,20.47,9.18,80.5
972,20.48,9.18,86.9
972,20.49,9.34,93.3
972,20.5,9.52,98.0
972,20.51,9.67,102.9
972,20.52,9.79,107.1
972,20.53,9.79,107.1
972,20.54,9.91,112.3
972,20.55,10.02,114.8
972,20.56,10.13,115.2
972,20.57,10.24,115.3
972,20.58,10.36,115.3
972,20.59,10.49,115.1
972,20.6,10.49,115.0
972,20.61,10.57,114.7
972,20.62,10.59,118.2
972,20.63,10.53,121.7
972,20.64,10.44,121.8
972,20.65,10.3,118.5
972,20.66,10.3,115.1
972,20.67,10.11,115.5
972,20.68,9.87,114.7
972,20.69,9.67,114.0
972,20.7,9.43,113.2
972,20.71,9.2,108.0
972,20.72,8.94,102.7
972,20.73,8.94,97.8
972,20.74,8.74,96.4
972,20.75,8.57,96.7
972,20.76,8.49,96.6
972,20.77,8.41,96.6
972,20.78,8.4,96.3
972,20.79,8.41,96.3
972,20.8,8.42,95.9
972,20.81,8.48,95.5
972,20.82,8.53,95.0
972,20.83,8.56,94.4
972,20.84,8.56,93.8
972,20.85,8.62,93.5
972,20.86,8.63,103.5
972,20.87,8.59,113.4
972,20.88,8.43,116.8
972,20.89,8.19,117.0
972,20.9,8.19,117.2
972,20.91,7.9,118.2
972,20.92,7.49,119.2
972,20.93,6.99,124.8
972,20.94,6.44,129.4
972,20.95,5.83,129.4
972,20.96,5.21,135.1
972,20.97,5.21,138.9
972,20.98,4.59,140.8
972,20.99,4.11,141.1
972,21.0,3.7,140.6
972,21.01,3.36,140.0
972,21.02,3.36,138.7
972,21.03,3.06,132.9
972,21.04,2.78,127.0
972,21.05,2.52,116.6
972,21.06,2.27,106.1
972,21.07,2.06,97.5
972,21.08,2.06,97.5
972,21.09,1.89,88.6
972,21.1,1.73,80.5
972,21.11,1.6,72.5
972,21.12,1.49,64.3
972,21.13,1.42,64.0
972,21.14,1.36,58.6
972,21.15,1.36,52.6
972,21.16,1.33,46.6
972,21.17,1.31,41.3
972,21.18,1.31,37.6
972,21.19,1.31,37.6
972,21.2,1.31,35.1
972,21.21,1.31,33.9
972,21.22,1.32,32.6
972,21.23,1.33,31.8
972,21.24,1.34,30.8
972,21.25,1.34,30.7
972,21.26,1.34,30.6
972,21.27,1.34,30.2
972,21.28,1.34,29.7
972,21.29,1.35,29.8
972,21.3,1.35,29.6
972,21.31,1.35,29.5
972,21.32,1.35,29.5
972,21.33,1.33,29.0
972,21.34,1.33,28.2
972,21.35,1.33,28.0
972,21.36,1.32,28.0
972,21.37,1.31,28.0
972,21.38,1.31,28.1
972,21.39,1.31,28.1
972,21.4,1.31,28.0
972,21.41,1.31,28.0
972,21.42,1.31,27.2
972,21.43,1.3,26.5
972,21.44,1.27,26.3
972,21.45,1.24,26.3
972,21.46,1.24,26.0
972,21.47,1.23,25.8
972,21.48,1.21,25.5
972,21.49,1.21,25.2
972,21.5,1.2,25.2
972,21.51,1.2,25.3
972,21.52,1.2,25.4
972,21.53,1.2,25.5
972,21.54,1.2,25.7
972,21.55,1.21,25.7
972,21.56,1.22,26.4
972,21.57,1.23,26.6
972,21.58,1.24,26.6
972,21.59,1.24,26.6
972,21.6,1.24,26.5
972,21.61,1.24,26.4
972,21.62,1.24,26.3
972,21.63,1.23,26.2
972,21.64,1.23,26.1
972,21.65,1.23,25.1
972,21.66,1.21,24.4
972,21.67,1.19,24.3
972,21.68,1.18,24.3
972,21.69,1.18,24.3
972,21.7,1.17,24.3
972,21.71,1.17,17.0
972,21.72,1.17,16.3
972,21.73,1.17,18.9
972,21.74,1.17,21.5
972,21.75,1.17,25.3
972,21.76,1.18,27.0
972,21.77,1.18,28.2
972,21.78,1.18,29.2
972,21.79,1.19,29.2
972,21.8,1.19,30.1
972,21.81,1.2,30.8
972,21.82,1.2,31.0
972,21.83,1.2,31.2
972,21.84,1.21,31.4
972,21.85,1.23,32.4
972,21.86,1.23,32.4
972,21.87,1.25,33.1
972,21.88,1.27,34.0
972,21.89,1.3,34.8
972,21.9,1.32,34.8
972,21.91,1.33,34.9
972,21.92,1.34,35.0
972,21.93,1.34,35.1
972,21.94,1.33,35.1
972,21.95,1.29,35.1
972,21.96,1.28,35.1
972,21.97,1.27,35.2
972,21.98,1.27,35.0
972,21.99,1.27,34.9
972,22.0,1.28,34.5
972,22.01,1.29,34.2
972,22.02,1.32,34.3
972,22.03,1.34,34.1
972,22.04,1.37,34.1
972,22.05,1.38,34.2
972,22.06,1.38,34.3
972,22.07,1.4,34.3
972,22.08,1.39,34.2
972,22.09,1.37,34.2
972,22.1,1.33,33.7
972,22.11,1.3,33.8
972,22.12,1.3,33.8
972,22.13,1.3,33.9
972,22.14,1.3,34.4
972,22.15,1.31,35.5
972,22.16,1.32,36.1
972,22.17,1.35,35.8
972,22.18,1.37,36.8
972,22.19,1.37,38.1
972,22.2,1.42,39.1
972,22.21,1.5,39.9
972,22.22,1.58,40.0
972,22.23,1.64,40.0
972,22.24,1.64,39.8
972,22.25,1.64,39.6
972,22.26,1.63,39.2
972,22.27,1.64,38.9
972,22.28,1.62,38.5
972,22.29,1.55,38.4
972,22.3,1.55,38.4
972,22.31,1.44,36.9
972,22.32,1.33,34.7
972,22.33,1.21,32.5
972,22.34,1.13,31.2
972,22.35,1.07,30.4
972,22.36,1.04,30.4
972,22.37,1.04,29.4
972,22.38,1.02,28.6
972,22.39,1.02,28.1
972,22.4,1.02,28.0
972,22.41,1.02,27.5
972,22.42,1.03,27.5
972,22.43,1.03,27.5
972,22.44,1.04,27.6
972,22.45,1.06,27.7
972,22.46,1.08,28.2
972,22.47,1.09,28.5
972,22.48,1.1,28.6
972,22.49,1.11,28.7
972,22.5,1.11,29.6
972,22.51,1.14,30.8
972,22.52,1.16,29.6
972,22.53,1.22,28.4
972,22.54,1.32,30.2
972,22.55,1.42,31.9
972,22.56,1.42,39.1
972,22.57,1.55,44.3
972,22.58,1.66,48.3
972,22.59,1.75,47.9
972,22.6,1.83,47.5
972,22.61,1.98,46.6
972,22.62,2.21,46.6
972,22.63,2.21,45.4
972,22.64,2.87,44.5
972,22.65,4.2,45.9
972,22.66,6.09,47.4
972,22.67,8.0,50.7
972,22.68,9.55,60.6
972,22.69,9.55,60.6
972,22.7,10.58,67.0
972,22.71,11.2,75.0
972,22.72,11.45,83.1
972,22.73,11.58,87.9
972,22.74,11.68,92.7
972,22.75,11.81,100.6
972,22.76,11.81,105.5
972,22.77,11.91,105.5
972,22.78,11.9,112.8
972,22.79,11.86,119.5
972,22.8,11.83,127.4
972,22.81,11.8,132.9
972,22.82,11.84,137.6
972,22.83,11.75,137.6
972,22.84,11.75,138.8
972,22.85,11.63,139.1
972,22.86,11.56,137.0
972,22.87,11.49,134.9
972,22.88,11.49,135.0
972,22.89,11.48,135.1
972,22.9,11.49,137.3
972,22.91,11.49,138.2
972,22.92,11.56,139.1
972,22.93,11.64,138.8
972,22.94,11.76,149.4
972,22.95,11.89,148.3
972,22.96,12.02,147.2
972,22.97,12.02,134.6
972,22.98,12.12,131.8
972,22.99,12.12,130.8
972,23.0,12.06,129.7
972,23.01,11.87,129.9
972,23.02,11.51,130.1
972,23.03,11.01,130.3
972,23.04,11.01,131.5
972,23.05,10.36,134.7
972,23.06,9.61,137.1
972,23.07,8.8,138.6
972,23.08,8.03,138.6
972,23.09,7.18,142.4
972,23.1,7.18,145.5
972,23.11,6.37,149.1
972,23.12,5.53,152.8
972,23.13,4.87,154.7
972,23.14,4.3,155.8
972,23.15,4.3,154.4
972,23.16,3.72,153.0
972,23.17,3.27,149.7
972,23.18,2.94,139.1
972,23.19,2.6,128.7
972,23.2,2.26,117.1
972,23.21,1.95,117.1
972,23.22,1.95,105.2
972,23.23,1.72,92.5
972,23.24,1.59,82.3
972,23.25,1.54,73.6
972,23.26,1.51,74.7
972,23.27,1.5,66.0
972,23.28,1.5,58.8
972,23.29,1.48,53.2
972,23.3,1.46,47.2
972,23.31,1.46,41.0
972,23.32,1.46,39.7
972,23.33,1.44,35.2
972,23.34,1.44,33.2
972,23.35,1.44,32.5
972,23.36,1.44,31.7
972,23.37,1.46,31.7
972,23.38,1.47,31.0
972,23.39,1.49,30.8
972,23.4,1.51,30.6
972,23.41,1.51,31.0
972,23.42,1.52,31.3
972,23.43,1.51,32.1
972,23.44,1.52,32.1
972,23.45,1.52,32.0
972,23.46,1.53,31.9
972,23.47,1.53,31.6
972,23.48,1.55,31.4
972,23.49,1.57,32.0
972,23.5,1.64,32.5
972,23.51,1.86,37.0
972,23.52,1.86,37.0
972,23.53,2.1,42.0
972,23.54,2.31,46.2
972,23.55,2.42,46.6
972,23.56,2.47,46.8
972,23.57,2.62,46.1
972,23.58,2.99,45.8
972,23.59,2.99,45.9
972,23.6,3.37,45.9
972,23.61,3.78,46.4
972,23.62,4.09,52.1
972,23.63,4.18,72.5
972,23.64,4.07,76.1
972,23.65,3.76,77.5
972,23.66,3.76,78.9
972,23.67,3.35,92.6
972,23.68,2.94,94.0
972,23.69,2.57,94.0
972,23.7,2.26,93.4
972,23.71,2.02,92.8
972,23.72,2.02,89.2
972,23.73,1.8,87.9
972,23.74,1.63,85.9
972,23.75,1.54,82.7
972,23.76,1.49,82.7
972,23.77,1.44,76.5
972,23.78,1.44,70.3
972,23.79,1.42,62.4
972,23.8,1.37,55.0
972,23.81,1.34,47.8
972,23.82,1.32,40.3
972,23.83,1.32,40.3
972,23.84,1.31,33.6
972,23.85,1.28,30.9
972,23.86,1.26,28.9
972,23.87,1.25,27.9
972,23.88,1.25,27.8
972,23.89,1.24,27.7
972,23.9,1.24,27.6
972,23.91,1.25,27.7
972,23.92,1.24,27.7
972,23.93,1.24,27.6
972,23.94,1.24,27.5
972,23.95,1.24,27.4
972,23.96,1.24,26.7
972,23.97,1.24,26.6
972,23.98,1.24,26.5
972,23.99,1.24,26.6
972,24.0,1.24,26.7
972,24.01,1.24,26.6
972,24.02,1.23,26.6
972,24.03,1.23,26.4
972,24.04,1.23,26.3
972,24.05,1.23,26.3
972,24.06,1.23,26.2
972,24.07,1.23,26.2
972,24.08,1.23,26.1
972,24.09,1.23,26.0
972,24.1,1.23,26.0
972,24.11,1.23,25.8
972,24.12,1.23,25.8
972,24.13,1.23,25.8
972,24.14,1.23,25.7
972,24.15,1.23,25.7
972,24.16,1.22,25.2
972,24.17,1.22,25.2
972,24.18,1.22,25.1
972,24.19,1.22,25.1
972,24.2,1.22,25.2
972,24.21,1.22,25.2
972,24.22,1.22,25.4
972,24.23,1.23,25.6
972,24.24,1.23,25.5
972,24.25,1.25,26.0
972,24.26,1.25,26.0
972,24.27,1.25,26.3
972,24.28,1.26,26.4
972,24.29,1.26,26.6
972,24.3,1.27,26.3
972,24.31,1.29,26.0
972,24.32,1.29,26.1
972,24.33,1.29,26.2
972,24.34,1.3,26.5
972,24.35,1.33,27.6
972,24.36,1.36,27.6
972,24.37,1.38,27.3
972,24.38,1.39,27.1
972,24.39,1.38,26.9
972,24.4,1.38,26.1
972,24.41,1.31,25.9
972,24.42,1.25,25.0
972,24.43,1.25,24.8
972,24.44,1.25,24.8
972,24.45,1.25,25.4
972,24.46,1.25,25.9
972,24.47,1.28,27.8
972,24.48,1.33,29.9
972,24.49,1.4,29.9
972,24.5,1.43,29.8
972,24.51,1.46,29.6
972,24.52,1.46,28.6
972,24.53,1.44,29.2
972,24.54,1.38,27.9
972,24.55,1.32,27.8
972,24.56,1.29,27.9
972,24.57,1.26,27.9
972,24.58,1.26,28.1
972,24.59,1.25,28.6
972,24.6,1.24,28.9
972,24.61,1.24,29.0
972,24.62,1.24,29.0
972,24.63,1.24,28.6
972,24.64,1.24,28.1
972,24.65,1.25,27.3
972,24.66,1.25,27.1
972,24.67,1.25,26.9
972,24.68,1.26,26.7
972,24.69,1.26,26.6
972,24.7,1.26,26.6
972,24.71,1.26,26.5
972,24.72,1.26,26.6
972,24.73,1.26,26.6
972,24.74,1.26,26.9
972,24.75,1.26,27.5
972,24.76,1.26,27.7
972,24.77,1.26,27.8
972,24.78,1.26,28.1
972,24.79,1.25,28.3
972,24.8,1.26,28.3
972,24.81,1.27,28.4
972,24.82,1.29,28.4
972,24.83,1.37,32.7
972,24.84,1.43,36.5
972,24.85,1.44,37.3
972,24.86,1.47,37.1
972,24.87,1.47,36.8
972,24.88,1.48,35.6
972,24.89,1.42,35.1
972,24.9,1.33,34.9
972,24.91,1.28,35.0
972,24.92,1.26,35.0
972,24.93,1.26,35.5
972,24.94,1.25,35.5
972,24.95,1.25,35.5
972,24.96,1.25,35.5
972,24.97,1.26,35.4
972,24.98,1.28,35.3
972,24.99,1.29,35.0
972,25.0,1.29,31.3
972,25.01,1.29,29.1
972,25.02,1.29,27.3
972,25.03,1.29,27.1
972,25.04,1.29,27.1
972,25.05,1.28,26.9
972,25.06,1.27,26.9
972,25.07,1.27,26.8
972,25.08,1.27,26.8
972,25.09,1.27,27.2
972,25.1,1.28,27.5
972,25.11,1.28,27.8
972,25.12,1.29,27.7
972,25.13,1.3,27.7
972,25.14,1.29,27.3
972,25.15,1.3,26.8
972,25.16,1.3,26.7
972,25.17,1.3,26.8
972,25.18,1.3,26.9
972,25.19,1.38,29.8
972,25.2,1.42,31.3
972,25.21,1.46,31.8
972,25.22,1.5,31.8
972,25.23,1.51,31.7
972,25.24,1.51,31.7
972,25.25,1.44,31.8
972,25.26,1.38,31.8
972,25.27,1.36,32.0
972,25.28,1.34,32.2
972,25.29,1.32,32.1
972,25.3,1.32,32.1
972,25.31,1.31,31.9
972,25.32,1.3,31.6
972,25.33,1.28,31.4
972,25.34,1.28,31.4
972,25.35,1.26,30.4
972,25.36,1.26,28.3
972,25.37,1.26,27.1
972,25.38,1.25,26.6
972,25.39,1.25,26.4
972,25.4,1.25,26.4
972,25.41,1.25,26.3
972,25.42,1.25,26.3
972,25.43,1.26,26.3
972,25.44,1.28,26.2
972,25.45,1.28,26.1
972,25.46,1.27,26.2
972,25.47,1.28,26.2
972,25.48,1.28,26.2
972,25.49,1.28,26.3
972,25.5,1.28,26.3
972,25.51,1.28,26.2
972,25.52,1.29,26.1
972,25.53,1.29,25.9
972,25.54,1.29,25.8
972,25.55,1.29,25.7
972,25.56,1.29,25.7
972,25.57,1.27,25.4
972,25.58,1.26,25.4
972,25.59,1.25,25.3
972,25.6,1.24,25.3
972,25.61,1.24,25.2
972,25.62,1.23,25.2
972,25.63,1.23,25.3
972,25.64,1.23,25.2
972,25.65,1.23,25.3
972,25.66,1.23,25.3
972,25.67,1.23,25.3
972,25.68,1.23,25.2
972,25.69,1.24,25.1
972,25.7,1.25,25.0
972,25.71,1.25,24.9
972,25.72,1.25,24.9
972,25.73,1.25,24.7
972,25.74,1.25,24.7
972,25.75,1.25,24.9
972,25.76,1.25,25.2
972,25.77,1.26,25.2
972,25.78,1.26,25.5
972,25.79,1.27,26.8
972,25.8,1.28,30.0
972,25.81,1.3,32.6
972,25.82,1.31,34.0
972,25.83,1.31,33.6
972,25.84,1.31,33.2
972,25.85,1.32,31.1
972,25.86,1.36,30.7
972,25.87,1.79,30.9
972,25.88,2.6,31.1
972,25.89,3.82,37.2
972,25.9,3.82,37.2
972,25.91,5.41,46.8
972,25.92,6.81,57.9
972,25.93,7.63,72.0
972,25.94,7.98,84.7
972,25.95,8.02,100.3
972,25.96,7.78,100.3
972,25.97,7.78,113.0
972,25.98,7.45,121.2
972,25.99,7.01,132.3
972,26.0,6.29,148.3
972,26.01,5.41,174.2
972,26.02,4.49,170.5
972,26.03,4.49,176.9
972,26.04,3.73,176.7
972,26.05,3.17,176.5
972,26.06,2.73,173.2
972,26.07,2.41,174.7
972,26.08,2.02,163.6
972,26.09,2.02,147.4
972,26.1,1.72,130.9
972,26.11,1.58,115.7
972,26.12,1.48,100.6
972,26.13,1.45,87.9
972,26.14,1.42,89.5
972,26.15,1.42,76.8
972,26.16,1.42,67.4
972,26.17,1.42,57.0
972,26.18,1.43,46.7
972,26.19,1.43,36.9
972,26.2,1.42,36.9
972,26.21,1.4,35.8
972,26.22,1.4,35.8
972,26.23,1.39,35.7
972,26.24,1.39,35.6
972,26.25,1.4,35.4
972,26.26,1.42,28.8
972,26.27,1.42,28.8
972,26.28,1.45,29.4
972,26.29,1.61,30.1
972,26.3,2.09,31.7
972,26.31,2.63,45.1
972,26.32,3.22,63.3
972,26.33,3.48,63.3
972,26.34,3.48,84.8
972,26.35,3.22,85.6
972,26.36,2.88,86.5
972,26.37,2.54,86.8
972,26.38,2.18,86.8
972,26.39,1.88,86.8
972,26.4,1.88,85.6
972,26.41,1.65,84.3
972,26.42,1.53,80.0
972,26.43,1.48,75.8
972,26.44,1.47,74.0
972,26.45,1.47,70.6
972,26.46,1.47,67.1
972,26.47,1.48,67.6
972,26.48,1.54,64.9
972,26.49,1.6,56.5
972,26.5,1.68,49.9
972,26.51,1.7,51.2
972,26.52,1.66,47.7
972,26.53,1.66,46.2
972,26.54,1.56,44.0
972,26.55,1.47,42.6
972,26.56,1.42,41.6
972,26.57,1.41,41.6
972,26.58,1.39,41.5
972,26.59,1.39,40.6
972,26.6,1.37,40.1
972,26.61,1.35,39.3
972,26.62,1.35,38.9
972,26.63,1.35,38.9
972,26.64,1.35,32.9
972,26.65,1.35,29.1
972,26.66,1.35,27.9
972,26.67,1.35,27.1
972,26.68,1.34,26.3
972,26.69,1.34,25.8
972,26.7,1.34,25.8
972,26.71,1.34,25.4
972,26.72,1.34,25.4
972,26.73,1.34,25.7
972,26.74,1.35,25.9
972,26.75,1.37,26.7
972,26.76,1.4,27.9
972,26.77,1.4,29.8
972,26.78,1.42,30.1
972,26.79,1.45,30.2
972,26.8,1.46,30.3
972,26.81,1.45,30.4
972,26.82,1.44,30.5
972,26.83,1.45,31.1
972,26.84,1.45,31.4
972,26.85,1.47,31.4
972,26.86,1.47,31.4
972,26.87,1.47,31.4
972,26.88,1.49,31.4
972,26.89,1.47,31.3
972,26.9,1.45,31.2
972,26.91,1.44,31.1
972,26.92,1.44,31.0
972,26.93,1.44,31.0
972,26.94,1.43,29.8
972,26.95,1.42,28.8
972,26.96,1.4,28.0
972,26.97,1.39,28.0
972,26.98,1.39,27.5
972,26.99,1.39,27.3
972,27.0,1.38,27.1
972,27.01,1.38,27.0
972,27.02,1.38,26.8
972,27.03,1.38,26.7
972,27.04,1.38,26.7
972,27.05,1.39,26.5
972,27.06,1.39,26.5
972,27.07,1.39,26.6
972,27.08,1.4,26.6
972,27.09,1.41,26.6
972,27.1,1.41,26.6
972,27.11,1.41,26.6
972,27.12,1.41,26.6
972,27.13,1.4,26.4
972,27.14,1.39,26.4
972,27.15,1.37,26.4
972,27.16,1.37,26.4
972,27.17,1.36,26.4
972,27.18,1.36,26.4
972,27.19,1.37,26.4
972,27.2,1.37,26.3
972,27.21,1.38,26.4
972,27.22,1.4,26.3
972,27.23,1.4,26.3
972,27.24,1.4,26.2
972,27.25,1.4,26.0
972,27.26,1.4,26.2
972,27.27,1.4,26.3
972,27.28,1.42,26.7
972,27.29,1.42,27.0
972,27.3,1.42,27.2
972,27.31,1.42,27.2
972,27.32,1.43,27.3
972,27.33,1.44,27.5
972,27.34,1.43,27.4
972,27.35,1.42,27.3
972,27.36,1.42,27.3
972,27.37,1.42,27.1
972,27.38,1.4,26.6
972,27.39,1.38,26.3
972,27.4,1.37,26.2
972,27.41,1.36,26.5
972,27.42,1.36,26.7
972,27.43,1.36,26.4
972,27.44,1.36,26.0
972,27.45,1.37,25.3
972,27.46,1.37,24.8
972,27.47,1.37,24.8
972,27.48,1.37,24.8
972,27.49,1.37,24.9
972,27.5,1.37,24.9
972,27.51,1.37,24.7
972,27.52,1.37,24.6
972,27.53,1.36,24.6
972,27.54,1.36,24.3
972,27.55,1.36,24.3
972,27.56,1.36,24.3
972,27.57,1.36,24.3
972,27.58,1.36,24.3
972,27.59,1.36,24.6
972,27.6,1.36,24.6
972,27.61,1.37,24.7
972,27.62,1.39,24.7
972,27.63,1.39,24.6
972,27.64,1.38,24.5
972,27.65,1.36,24.4
972,27.66,1.36,24.5
972,27.67,1.36,24.5
972,27.68,1.36,24.8
972,27.69,1.37,24.8
972,27.7,1.38,25.3
972,27.71,1.39,25.4
972,27.72,1.4,25.4
972,27.73,1.4,27.0
972,27.74,1.4,26.9
972,27.75,1.39,26.7
972,27.76,1.39,26.0
972,27.77,1.38,25.7
972,27.78,1.37,25.4
972,27.79,1.37,25.3
972,27.8,1.37,25.3
972,27.81,1.35,25.2
972,27.82,1.36,25.2
972,27.83,1.38,25.3
972,27.84,1.37,25.3
972,27.85,1.35,25.1
972,27.86,1.33,24.9
972,27.87,1.33,24.9
972,27.88,1.32,24.8
972,27.89,1.31,24.8
972,27.9,1.3,24.6
972,27.91,1.29,24.5
972,27.92,1.28,24.5
972,27.93,1.28,24.6
972,27.94,1.28,24.6
972,27.95,1.28,24.8
972,27.96,1.28,24.8
972,27.97,1.3,25.1
972,27.98,1.32,25.1
972,27.99,1.32,25.6
972,28.0,1.33,25.4
972,28.01,1.35,25.9
972,28.02,1.36,26.5
972,28.03,1.37,26.6
972,28.04,1.36,26.5
972,28.05,1.36,26.5
972,28.06,1.35,26.1
972,28.07,1.35,26.1
972,28.08,1.33,25.8
972,28.09,1.31,25.4
972,28.1,1.3,25.3
972,28.11,1.3,25.1
972,28.12,1.28,25.0
972,28.13,1.28,24.9
972,28.14,1.29,25.0
972,28.15,1.29,25.0
972,28.16,1.3,25.1
972,28.17,1.33,25.6
972,28.18,1.33,26.1
972,28.19,1.34,26.3
972,28.2,1.35,26.5
972,28.21,1.35,26.6
972,28.22,1.35,26.6
972,28.23,1.35,26.6
972,28.24,1.36,26.8
972,28.25,1.36,27.1
972,28.26,1.38,27.8
972,28.27,1.39,27.9
972,28.28,1.4,27.9
972,28.29,1.39,28.0
972,28.3,1.39,28.1
972,28.31,1.39,28.4
972,28.32,1.37,28.6
972,28.33,1.37,28.6
972,28.34,1.37,28.6
972,28.35,1.37,28.5
972,28.36,1.37,28.4
972,28.37,1.35,28.3
972,28.38,1.36,28.4
972,28.39,1.36,28.6
972,28.4,1.36,28.6
972,28.41,1.39,28.7
972,28.42,1.39,28.8
972,28.43,1.42,28.9
972,28.44,1.46,28.8
972,28.45,1.47,28.7
972,28.46,1.45,28.2
972,28.47,1.41,28.2
972,28.48,1.41,26.9
972,28.49,1.37,26.2
972,28.5,1.32,25.4
972,28.51,1.27,24.6
972,28.52,1.25,24.5
972,28.53,1.24,24.5
972,28.54,1.24,24.5
972,28.55,1.24,24.6
972,28.56,1.24,24.6
972,28.57,1.26,24.6
972,28.58,1.27,24.7
972,28.59,1.28,24.7
972,28.6,1.28,24.7
972,28.61,1.28,24.5
972,28.62,1.3,24.4
972,28.63,1.3,24.3
972,28.64,1.32,24.4
972,28.65,1.34,24.5
972,28.66,1.37,24.8
972,28.67,1.37,26.0
972,28.68,1.41,26.5
972,28.69,1.45,26.5
972,28.7,1.47,26.6
972,28.71,1.49,26.6
972,28.72,1.49,27.1
972,28.73,1.49,27.2
972,28.74,1.48,27.0
972,28.75,1.48,26.8
972,28.76,1.48,26.9
972,28.77,1.47,26.9
972,28.78,1.47,27.2
972,28.79,1.46,27.5
972,28.8,1.46,27.5
972,28.81,1.48,27.7
972,28.82,1.5,27.8
972,28.83,1.5,27.8
972,28.84,1.5,27.8
972,28.85,1.49,27.8
972,28.86,1.49,27.8
972,28.87,1.49,27.9
972,28.88,1.48,28.0
972,28.89,1.47,28.2
972,28.9,1.47,28.2
972,28.91,1.47,29.5
972,28.92,1.47,30.9
972,28.93,1.47,31.4
972,28.94,1.49,30.9
972,28.95,1.5,30.4
972,28.96,1.52,29.0
972,28.97,1.52,27.8
972,28.98,1.58,28.1
972,28.99,1.94,28.5
972,29.0,2.41,38.5
972,29.01,2.87,50.9
972,29.02,3.12,58.1
972,29.03,3.12,59.6
972,29.04,2.96,61.4
972,29.05,2.66,62.0
972,29.06,2.24,61.8
972,29.07,1.87,61.9
972,29.08,1.68,61.7
972,29.09,1.58,61.6
972,29.1,1.58,61.4
972,29.11,1.55,61.8
972,29.12,1.53,62.2
972,29.13,1.52,62.1
972,29.14,1.51,62.0
972,29.15,1.49,61.1
972,29.16,1.49,53.2
972,29.17,1.48,42.5
972,29.18,1.48,34.4
972,29.19,1.48,30.4
972,29.2,1.48,30.4
972,29.21,1.48,28.9
972,29.22,1.48,28.7
972,29.23,1.47,27.9
972,29.24,1.45,27.4
972,29.25,1.44,27.0
972,29.26,1.43,27.0
972,29.27,1.43,27.0
972,29.28,1.42,26.9
972,29.29,1.42,26.9
972,29.3,1.42,26.7
972,29.31,1.42,26.5
972,29.32,1.41,26.3
972,29.33,1.4,26.2
972,29.34,1.4,26.1
972,29.35,1.4,26.0
972,29.36,1.4,26.1
972,29.37,1.41,26.1
972,29.38,1.41,26.1
972,29.39,1.43,26.1
972,29.4,1.43,26.2
972,29.41,1.44,26.4
972,29.42,1.45,26.6
972,29.43,1.45,26.8
972,29.44,1.45,26.7
972,29.45,1.44,26.9
972,29.46,1.44,27.0
972,29.47,1.42,27.1
972,29.48,1.42,27.1
972,29.49,1.42,27.2
972,29.5,1.42,27.3
972,29.51,1.42,27.3
972,29.52,1.44,27.6
972,29.53,1.44,27.6
972,29.54,1.45,27.6
972,29.55,1.45,27.6
972,29.56,1.46,27.6
972,29.57,1.45,27.6
972,29.58,1.45,27.7
972,29.59,1.44,27.7
972,29.6,1.44,27.6
972,29.61,1.44,27.5
972,29.62,1.44,27.5
972,29.63,1.44,27.6
972,29.64,1.44,27.6
972,29.65,1.45,27.6
972,29.66,1.46,27.6
972,29.67,1.46,27.6
972,29.68,1.46,27.8
972,29.69,1.47,27.9
972,29.7,1.47,27.9
972,29.71,1.47,25.8
972,29.72,1.46,25.7
972,29.73,1.46,26.6
972,29.74,1.45,27.4
972,29.75,1.43,27.4
972,29.76,1.42,27.6
972,29.77,1.42,27.9
972,29.78,1.4,28.9
972,29.79,1.41,29.0
972,29.8,1.41,29.0
972,29.81,1.42,29.0
972,29.82,1.44,29.1
972,29.83,1.43,29.1
972,29.84,1.44,29.2
972,29.85,1.44,29.6
972,29.86,1.47,29.7
972,29.87,1.49,29.5
972,29.88,1.51,29.3
972,29.89,1.51,29.0
972,29.9,1.51,28.8
972,29.91,1.5,28.6
972,29.92,1.51,28.6
972,29.93,1.49,28.3
